TCGP_id,product,cycle,forecast_datetime,max_wind_speed_m/s,data_sourced_datetime_utc
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 06:00:00+00:00,48.16481,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 07:00:00+00:00,48.772175,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 08:00:00+00:00,48.987446,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 09:00:00+00:00,49.95353,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 10:00:00+00:00,49.81538,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 11:00:00+00:00,48.95125,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 12:00:00+00:00,48.76869,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 13:00:00+00:00,47.38338,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 14:00:00+00:00,47.73338,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 15:00:00+00:00,48.888718,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 16:00:00+00:00,49.244843,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 17:00:00+00:00,48.827034,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 18:00:00+00:00,47.678036,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 19:00:00+00:00,51.538406,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 20:00:00+00:00,50.616276,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 21:00:00+00:00,52.735397,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 22:00:00+00:00,48.748974,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-28 23:00:00+00:00,48.480957,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 00:00:00+00:00,49.632576,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 01:00:00+00:00,49.47896,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 02:00:00+00:00,48.322865,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 03:00:00+00:00,50.34446,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 04:00:00+00:00,48.982155,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 05:00:00+00:00,47.428352,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 06:00:00+00:00,46.971764,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 07:00:00+00:00,49.865055,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 08:00:00+00:00,49.88455,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 09:00:00+00:00,47.530388,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 10:00:00+00:00,47.22469,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 11:00:00+00:00,48.09234,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 12:00:00+00:00,49.31019,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 13:00:00+00:00,50.733536,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 14:00:00+00:00,52.243298,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 15:00:00+00:00,49.652466,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 16:00:00+00:00,51.513287,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 17:00:00+00:00,51.860516,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 18:00:00+00:00,49.022465,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 19:00:00+00:00,50.44138,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 20:00:00+00:00,50.966557,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 21:00:00+00:00,55.483517,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 22:00:00+00:00,53.169804,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-29 23:00:00+00:00,49.068672,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-30 00:00:00+00:00,47.372215,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-30 01:00:00+00:00,46.1548,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-30 02:00:00+00:00,46.644814,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-30 03:00:00+00:00,47.040787,2023-05-28 11:44:59.948482+00:00
awp022023,GFS,2023-05-28 06:00:00+00:00,2023-05-30 04:00:00+00:00,46.30625,2023-05-28 11:44:59.948482+00:00
