TCGP_id,region,product,type,cycle,horizon_hours,forecast_datetime,lat,lon,max_wind_speed_m/s,radii_NE_km_0kt,radii_SE_km_0kt,radii_SW_km_0kt,radii_NW_km_0kt,radii_NE_km_34kt,radii_SE_km_34kt,radii_SW_km_34kt,radii_NW_km_34kt,radii_NE_km_50kt,radii_SE_km_50kt,radii_SW_km_50kt,radii_NW_km_50kt,radii_NE_km_64kt,radii_SE_km_64kt,radii_SW_km_64kt,radii_NW_km_64kt,data_sourced_datetime_utc
awp022023,WP,JTWC,,2023-06-02 18:00:00+00:00,0.0,2023-06-02 18:00:00+00:00,28.805484101910537,135.56321376488486,20.5776,,,,,360.3897066646372,143.75242699404666,370.8306628166806,333.97222638768983,,,,,,,,,2023-06-02 20:54:59.239377+00:00
awp022023,WP,JTWC,,2023-06-02 18:00:00+00:00,12.0,2023-06-03 06:00:00+00:00,32.01151712638789,141.8331353894635,18.0054,,,,,351.4670940700032,109.59705829246046,354.6311131982536,307.6589164231683,,,,,,,,,2023-06-02 20:54:59.239377+00:00
awp022023,WP,JTWC,,2023-06-02 18:00:00+00:00,24.0,2023-06-03 18:00:00+00:00,37.1286049231395,150.85180280062036,18.0054,,,,,402.9627282390289,142.78801077928316,454.99877718862706,353.0774845781331,,,,,,,,,2023-06-02 20:54:59.239377+00:00
awp022023,WP,JTWC,,2023-06-02 18:00:00+00:00,36.0,2023-06-04 06:00:00+00:00,42.51334511596547,161.3224564353966,18.0054,,,,,461.4713950265707,195.64421657561414,582.2044939446541,381.5300742426389,,,,,,,,,2023-06-02 20:54:59.239377+00:00
