TCGP_id,product,cycle,forecast_datetime,max_wind_speed_m/s,data_sourced_datetime_utc
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 00:00:00+00:00,28.716127,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 01:00:00+00:00,29.299257,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 02:00:00+00:00,34.62331,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 03:00:00+00:00,34.901543,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 04:00:00+00:00,29.270144,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 05:00:00+00:00,29.00163,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 06:00:00+00:00,29.270336,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 07:00:00+00:00,29.824919,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 08:00:00+00:00,30.581867,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 09:00:00+00:00,29.040016,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 10:00:00+00:00,30.978525,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 11:00:00+00:00,29.481668,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 12:00:00+00:00,29.697922,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 13:00:00+00:00,29.256613,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 14:00:00+00:00,29.208054,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 15:00:00+00:00,28.793793,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 16:00:00+00:00,29.391932,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 17:00:00+00:00,29.012516,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 18:00:00+00:00,28.946175,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 19:00:00+00:00,28.401333,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 20:00:00+00:00,30.640589,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 21:00:00+00:00,27.232988,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 22:00:00+00:00,27.347002,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-05-31 23:00:00+00:00,27.0406,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 00:00:00+00:00,26.757343,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 01:00:00+00:00,26.61771,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 02:00:00+00:00,26.12771,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 03:00:00+00:00,26.747864,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 04:00:00+00:00,27.328157,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 05:00:00+00:00,27.163397,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 06:00:00+00:00,26.8979,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 07:00:00+00:00,28.02744,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 08:00:00+00:00,27.851797,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 09:00:00+00:00,27.790579,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 10:00:00+00:00,27.56834,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 11:00:00+00:00,27.248783,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 12:00:00+00:00,26.825039,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 13:00:00+00:00,26.528448,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 14:00:00+00:00,26.614,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 15:00:00+00:00,26.581432,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 16:00:00+00:00,26.502821,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 17:00:00+00:00,27.100739,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 18:00:00+00:00,27.164286,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 19:00:00+00:00,27.227766,2023-05-31 08:32:53.868372+00:00
awp022023,GFS,2023-05-31 00:00:00+00:00,2023-06-01 20:00:00+00:00,26.74441,2023-05-31 08:32:53.868372+00:00
