datetime,ADCIRC_nowcast,ADCIRC_forecast,ML_Q50_forecast,ML_Q01_forecast,ML_Q10_forecast,ML_Q20_forecast,ML_Q80_forecast,ML_Q90_forecast,ML_Q99_forecast,station_name
2022-07-17 21:12:00+00:00,-0.7854425,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-18 00:12:00+00:00,1.2373921,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-18 03:12:00+00:00,0.79925853,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-18 06:12:00+00:00,-0.74987465,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-18 09:12:00+00:00,-0.12179206,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-18 12:12:00+00:00,1.4292321,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-18 15:12:00+00:00,0.62170833,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-18 18:12:00+00:00,-1.4427518,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-18 21:12:00+00:00,-1.12663,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-19 00:12:00+00:00,0.87130505,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-19 03:12:00+00:00,1.0559244,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-19 06:12:00+00:00,-0.58833253,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-19 09:12:00+00:00,-0.7230139,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-19 12:12:00+00:00,0.78504235,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-19 15:12:00+00:00,0.87122566,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-19 18:12:00+00:00,-0.8819598,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-19 21:12:00+00:00,-1.2492777,,,,,,,,,9453220 Yakutat Bay AK                            
2022-07-20 00:12:00+00:00,,0.46839234,0.616193026304245,0.5798830771446228,0.6018951714038849,0.6091151833534241,0.6283193111419678,0.6450263857841492,0.65230393409729,9453220 Yakutat Bay AK                            
2022-07-20 03:12:00+00:00,,1.2273965,0.8007192015647888,0.7707357603311539,0.782174575328827,0.7868734955787658,0.8141203880310058,0.8184250652790069,0.8342284667491913,9453220 Yakutat Bay AK                            
2022-07-20 06:12:00+00:00,,-0.114734314,0.5167145133018494,0.4784613835811615,0.4959476441144943,0.5030622720718384,0.5283005595207214,0.5324247419834137,0.5526418274641037,9453220 Yakutat Bay AK                            
2022-07-20 09:12:00+00:00,,-0.9456575,0.3507438898086548,0.3055845436453819,0.33157433569431305,0.33572872281074523,0.36173239946365354,0.37278569042682647,0.39122255027294156,9453220 Yakutat Bay AK                            
2022-07-20 12:12:00+00:00,,0.12356322,0.5726606845855713,0.5343853098154068,0.5488439679145813,0.5549004554748536,0.5830638766288757,0.5852166295051575,0.6025621318817138,9453220 Yakutat Bay AK                            
2022-07-20 15:12:00+00:00,,0.83876044,0.7130982279777527,0.6678145933151245,0.69324791431427,0.6995424389839172,0.7294295430183411,0.7347313165664673,0.7430449593067169,9453220 Yakutat Bay AK                            
2022-07-20 18:12:00+00:00,,-0.27649596,0.479266494512558,0.4332988575100899,0.4526683121919632,0.46006558537483216,0.4930980861186981,0.5029460489749908,0.5212959271669387,9453220 Yakutat Bay AK                            
2022-07-20 21:12:00+00:00,,-1.065219,0.3245132118463516,0.2865050521492958,0.3039368748664856,0.3096482276916504,0.33819857835769657,0.3465114444494247,0.36405060350894924,9453220 Yakutat Bay AK                            
2022-07-21 00:12:00+00:00,,0.1369882,0.554019570350647,0.5194666451215744,0.5285217046737671,0.5408183455467224,0.5792277932167054,0.5881038963794708,0.5982780933380126,9453220 Yakutat Bay AK                            
2022-07-21 03:12:00+00:00,,1.2850354,0.7944633364677429,0.7501264101266861,0.7619717240333557,0.772893762588501,0.8101855039596557,0.8152287483215332,0.8355709236860275,9453220 Yakutat Bay AK                            
2022-07-21 06:12:00+00:00,,0.4351483,0.6091676950454712,0.5713676512241364,0.5843681395053864,0.5936711311340332,0.6295638084411621,0.6386526823043823,0.6490111523866653,9453220 Yakutat Bay AK                            
2022-07-21 09:12:00+00:00,,-0.893813,0.35551030933856964,0.31467013359069823,0.33569341003894804,0.3424976170063019,0.3710682034492493,0.3847606599330902,0.41518430948257445,9453220 Yakutat Bay AK                            
2022-07-21 12:12:00+00:00,,-0.51393574,0.43266184628009796,0.39321123868227004,0.41333694458007814,0.4186556339263916,0.4582715451717377,0.4643495798110962,0.4922816163301468,9453220 Yakutat Bay AK                            
2022-07-21 15:12:00+00:00,,0.4843209,0.6363241076469421,0.5895857912302017,0.605986887216568,0.6191358923912048,0.6469773888587952,0.6555956363677978,0.6914047342538834,9453220 Yakutat Bay AK                            
2022-07-21 18:12:00+00:00,,0.11895469,0.5583113431930542,0.5082199466228485,0.5406122326850891,0.546063756942749,0.5798137664794922,0.5868565320968628,0.6191010701656341,9453220 Yakutat Bay AK                            
2022-07-21 21:12:00+00:00,,-0.75801164,0.39168110489845276,0.3388528299331665,0.3601463109254837,0.37255690693855287,0.4132142782211304,0.42110117375850675,0.4391345766186714,9453220 Yakutat Bay AK                            
2022-07-22 00:12:00+00:00,,-0.17346731,0.5111241936683655,0.45764106333255766,0.483167839050293,0.49420942068099977,0.5225857138633728,0.5351012527942658,0.5589701879024506,9453220 Yakutat Bay AK                            
2022-07-22 03:12:00+00:00,,1.1017756,0.7568943500518799,0.7076994013786316,0.7286663174629211,0.7386384844779968,0.7732985019683838,0.7816546320915222,0.7969724357128143,9453220 Yakutat Bay AK                            
2022-07-22 06:12:00+00:00,,0.8593312,0.7001615762710571,0.6427918964624405,0.6628955125808715,0.681184458732605,0.7211751103401184,0.7258549869060517,0.7505259895324706,9453220 Yakutat Bay AK                            
2022-07-22 09:12:00+00:00,,-0.6150767,0.42175039649009705,0.364504765868187,0.38458024263381957,0.407698255777359,0.434083890914917,0.44793651401996615,0.4897544339299202,9453220 Yakutat Bay AK                            
2022-07-22 12:12:00+00:00,,-0.9509557,0.34119801223278046,0.2947004109621048,0.3144969463348389,0.32175167202949523,0.3668816268444061,0.3802073955535889,0.407602304816246,9453220 Yakutat Bay AK                            
2022-07-22 15:12:00+00:00,,-0.012804251,0.517457902431488,0.48477228909730913,0.49147583842277526,0.4993155837059021,0.5355020642280579,0.5470603942871094,0.5628492784500122,9453220 Yakutat Bay AK                            
2022-07-22 18:12:00+00:00,,0.31990078,0.5906774997711182,0.5379884141683579,0.5593149065971375,0.5697055339813233,0.611147153377533,0.6205624639987946,0.651275897026062,9453220 Yakutat Bay AK                            
2022-07-22 21:12:00+00:00,,-0.36914602,0.47049981355667114,0.4174898609519005,0.44346522688865664,0.4529986441135406,0.4961700141429901,0.511146503686905,0.5307214528322219,9453220 Yakutat Bay AK                            
2022-07-23 00:12:00+00:00,,-0.33752075,0.479250892996788,0.4415460854768753,0.4524333894252777,0.4685429036617279,0.5029010057449341,0.5131437480449677,0.5320158261060715,9453220 Yakutat Bay AK                            
2022-07-23 03:12:00+00:00,,0.7967796,0.6858271062374115,0.6404228180646896,0.6577687919139862,0.6659576654434204,0.7132166743278503,0.7234244465827941,0.7442199897766113,9453220 Yakutat Bay AK                            
2022-07-23 06:12:00+00:00,,1.1241211,0.745865523815155,0.695323823094368,0.7107792854309082,0.7272294640541077,0.7674507737159729,0.7748816668987274,0.7894456285238266,9453220 Yakutat Bay AK                            
2022-07-23 09:12:00+00:00,,-0.19929786,0.5041615962982178,0.4539685007929802,0.47226043343544005,0.48682721257209777,0.5203683972358704,0.5291033208370208,0.5485662305355071,9453220 Yakutat Bay AK                            
2022-07-23 12:12:00+00:00,,-1.301862,0.3059629797935486,0.2570492750406265,0.27825345993041994,0.29198603630065917,0.3257156550884247,0.3403813600540161,0.37711501330137254,9453220 Yakutat Bay AK                            
2022-07-23 15:12:00+00:00,,-0.7131677,0.41469670832157135,0.3562503853440285,0.3777390688657761,0.3883394539356232,0.4332669854164124,0.451188200712204,0.4662101951241493,9453220 Yakutat Bay AK                            
2022-07-23 18:12:00+00:00,,0.19473979,0.5753569006919861,0.5157092952728272,0.5482971668243408,0.5549121737480164,0.5929348707199097,0.5990372657775879,0.6170949006080627,9453220 Yakutat Bay AK                            
2022-07-23 21:12:00+00:00,,-0.02487901,0.533921480178833,0.48071674942970277,0.5001600563526154,0.5123978853225708,0.5603028178215027,0.5694399178028107,0.5865593874454498,9453220 Yakutat Bay AK                            
2022-07-24 00:12:00+00:00,,-0.36391172,0.4646023213863373,0.41954508543014524,0.4345585316419601,0.4441011071205139,0.4921468555927277,0.5029874205589294,0.5136591356992721,9453220 Yakutat Bay AK                            
2022-07-24 03:12:00+00:00,,0.45932165,0.6042312383651733,0.5510705184936523,0.5743487656116486,0.5826272010803223,0.6308506846427917,0.636637145280838,0.646944391131401,9453220 Yakutat Bay AK                            
2022-07-24 06:12:00+00:00,,1.2743719,0.7401721775531769,0.674357653260231,0.7070522367954254,0.7128938794136047,0.7639747262001038,0.7740955531597138,0.7881893312931061,9453220 Yakutat Bay AK                            
2022-07-24 09:12:00+00:00,,0.2968054,0.5702557265758514,0.519547164440155,0.5285151958465576,0.5454305410385132,0.5970292806625366,0.6128243267536163,0.6373215347528458,9453220 Yakutat Bay AK                            
2022-07-24 12:12:00+00:00,,-1.291008,0.314871683716774,0.2537175640463829,0.28516899347305297,0.2921514928340912,0.35951006412506104,0.366107639670372,0.3821619179844856,9453220 Yakutat Bay AK                            
2022-07-24 15:12:00+00:00,,-1.2089344,0.3265736401081085,0.2644194075465202,0.29035492837429044,0.30065805912017823,0.36292763352394103,0.3795639783143997,0.40102676689624783,9453220 Yakutat Bay AK                            
2022-07-24 18:12:00+00:00,,0.0147162955,0.5480223894119263,0.48870686143636705,0.5186006605625153,0.5280337810516358,0.5800501346588135,0.5853428244590759,0.6072366470098496,9453220 Yakutat Bay AK                            
2022-07-24 21:12:00+00:00,,0.33824098,0.6044062972068787,0.5632740116119385,0.5804526746273041,0.5857905626296998,0.6362563014030457,0.6449040174484253,0.6647434955835342,9453220 Yakutat Bay AK                            
2022-07-25 00:12:00+00:00,,-0.23665829,0.519915372133255,0.4679433536529541,0.486088627576828,0.49520383477211,0.5443806171417237,0.5661752879619598,0.5823007088899612,9453220 Yakutat Bay AK                            
2022-07-25 03:12:00+00:00,,0.15763883,0.5764449238777161,0.5197512876987457,0.5367458760738373,0.5478176236152649,0.5977889180183411,0.6056161880493164,0.6299167311191559,9453220 Yakutat Bay AK                            
2022-07-25 06:12:00+00:00,,1.175169,0.7268999516963959,0.661596286892891,0.6965514719486237,0.7084283471107483,0.7570112228393555,0.7628263354301452,0.7929382854700089,9453220 Yakutat Bay AK                            
2022-07-25 09:12:00+00:00,,0.7034923,0.6493212580680847,0.5823394709825516,0.5987599909305572,0.6208307981491089,0.6741962671279907,0.6853840708732605,0.7171556144952774,9453220 Yakutat Bay AK                            
2022-07-25 12:12:00+00:00,,-1.1308637,0.36273232102394104,0.2982818779349327,0.33499956130981445,0.3452865481376648,0.3855669736862183,0.3996789246797562,0.4285416442155838,9453220 Yakutat Bay AK                            
2022-07-25 15:12:00+00:00,,-1.6353441,0.26534752547740936,0.1995190514624119,0.2198173686861992,0.23613767623901366,0.29933307170867923,0.33544184267520905,0.35479105085134505,9453220 Yakutat Bay AK                            
2022-07-25 18:12:00+00:00,,-0.343295,0.4901111423969269,0.42255106180906293,0.45377322733402253,0.46479821801185606,0.5261991500854493,0.5348639845848083,0.5467078566551209,9453220 Yakutat Bay AK                            
2022-07-25 21:12:00+00:00,,0.46924463,0.6402543783187866,0.5783335584402084,0.6086133718490601,0.6180604815483093,0.6638495922088623,0.675885796546936,0.713481489419937,9453220 Yakutat Bay AK                            
2022-07-26 00:12:00+00:00,,-0.09900789,0.5715780258178711,0.5059752434492111,0.5300114452838898,0.5448379874229431,0.5907419919967651,0.6045250654220581,0.6223221850395203,9453220 Yakutat Bay AK                            
2022-07-26 03:12:00+00:00,,-0.1713649,0.534114807844162,0.47443222045898437,0.506642746925354,0.5135865807533264,0.5569809436798095,0.56789710521698,0.6029609513282775,9453220 Yakutat Bay AK                            
2022-07-26 06:12:00+00:00,,0.942996,0.6834786236286163,0.6473488146066666,0.6616858661174774,0.6672183036804199,0.7032392740249633,0.7176973402500153,0.758222866654396,9453220 Yakutat Bay AK                            
2022-07-26 09:12:00+00:00,,1.0427018,0.6760013997554779,0.6226231187582016,0.6412629902362823,0.6567312240600586,0.7112009406089783,0.7218892276287079,0.7439525485038757,9453220 Yakutat Bay AK                            
2022-07-26 12:12:00+00:00,,-0.71784747,0.3964079022407532,0.35534927278757095,0.36455672085285185,0.372314989566803,0.430887371301651,0.4439647555351257,0.45888771653175353,9453220 Yakutat Bay AK                            
2022-07-26 15:12:00+00:00,,-1.8132305,0.21716579794883728,0.149498131275177,0.17946989536285402,0.18580774664878846,0.2472775846719742,0.26756872832775114,0.28808707296848296,9453220 Yakutat Bay AK                            
2022-07-26 18:12:00+00:00,,-0.68797874,0.39318040013313293,0.3173176348209381,0.3555659532546997,0.3687970221042633,0.4306938171386719,0.45258193612098696,0.46242794692516326,9453220 Yakutat Bay AK                            
